Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060699,-,-,-,25.77,-80.18,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2018,1,1,0,0,0,0,0,0,0,0,0,15.3,173.84,0,0.08,1.1,2.9000000000000004,31,69.7,21.1,1018,0.0000,0.0000,N/A
2018,1,1,0,30,0,0,0,0,0,0,0,15.3,176.94,0,0.08,1.1,2.9000000000000004,35,69.7,21.1,1018,0.0000,0.0000,N/A
2018,1,1,1,0,0,0,0,0,0,0,0,15.3,171.4,0,0.08,1.1,2.9000000000000004,38,70.12,21,1018,0.0000,0.0000,N/A
2018,1,1,1,30,0,0,0,0,0,0,0,15.3,164.78,0,0.08,1,2.9000000000000004,54,70.12,21,1018,0.0000,0.0000,N/A
2018,1,1,2,0,0,0,0,0,0,0,0,15.3,158.05,0,0.08,1,2.9000000000000004,71,70.06,21,1018,0.0000,0.0000,N/A
2018,1,1,2,30,0,0,0,0,0,0,0,15.3,151.3,0,0.08,0.9,2.9000000000000004,92,69.99,21,1017,0.0000,0.0000,N/A
2018,1,1,3,0,0,0,0,0,0,0,0,15.3,144.55,0,0.08,0.8,2.9000000000000004,114,70.49,20.900000000000002,1017,0.0000,0.0000,N/A
2018,1,1,3,30,0,0,0,0,0,0,0,15.3,137.83,0,0.08,0.8,2.9000000000000004,146,70.49,20.900000000000002,1017,0.0000,0.0000,N/A
2018,1,1,4,0,0,0,0,0,0,0,0,15.4,131.14000000000001,0,0.08,0.8,2.9000000000000004,178,71.03,20.8,1017,0.0000,0.0000,N/A
2018,1,1,4,30,0,0,0,0,0,0,0,15.4,124.49000000000001,0,0.08,0.9,2.9000000000000004,190,71.10000000000001,20.8,1018,0.0000,0.0000,N/A
2018,1,1,5,0,0,0,0,0,0,0,0,15.5,117.89,0,0.08,1,2.8000000000000003,203,71.68,20.8,1018,0.0000,0.0000,N/A
2018,1,1,5,30,0,0,0,0,0,0,0,15.5,111.37,0,0.08,1.1,2.8000000000000003,202,71.68,20.8,1018,0.0000,0.0000,N/A
2018,1,1,6,0,0,0,0,0,0,0,0,15.700000000000001,104.92,0,0.08,1.2000000000000002,2.8000000000000003,200,72.53,20.8,1018,0.0000,0.0000,N/A
2018,1,1,6,30,0,0,0,0,0,0,0,15.700000000000001,98.58,0,0.08,1.3,2.8000000000000003,201,72.09,20.900000000000002,1018,0.0000,0.0000,N/A
2018,1,1,7,0,5,24,4,5,24,4,0,15.9,92.36,0,0.08,1.4000000000000001,2.7,201,73.25,20.900000000000002,1018,0.0000,0.0000,N/A
2018,1,1,7,30,28,143,38,29,218,44,0,15.9,86.10000000000001,33,0.08,1.6,2.7,205,71.99,21.200000000000003,1019,0.0000,0.0000,N/A
2018,1,1,8,0,50,450,126,50,450,126,0,16.6,80.33,0,0.08,1.7000000000000002,2.7,209,73.63,21.5,1019,0.0000,0.0000,N/A
2018,1,1,8,30,65,596,222,65,596,222,0,16.6,74.72,0,0.08,1.9000000000000001,2.7,212,72.29,21.8,1019,10.8826,8.3675,N/A
2018,1,1,9,0,75,690,318,75,690,318,0,16.900000000000002,69.4,0,0.08,2.1,2.7,216,72.61,22,1019,16.3666,12.6835,N/A
2018,1,1,9,30,83,754,408,83,754,408,0,16.900000000000002,64.44,0,0.08,2.2,2.7,220,71.3,22.3,1019,21.8514,17.0162,N/A
2018,1,1,10,0,88,798,488,88,798,488,0,17,59.94,0,0.08,2.3000000000000003,2.7,223,70.7,22.6,1019,26.9135,21.0210,N/A
2018,1,1,10,30,93,828,556,93,828,556,0,17,56.03,0,0.08,2.3000000000000003,2.7,230,69.43,22.900000000000002,1019,31.3105,24.5018,N/A
2018,1,1,11,0,97,847,609,97,847,609,0,17,52.82,0,0.08,2.3000000000000003,2.8000000000000003,236,68.31,23.200000000000003,1018,34.7953,27.2621,N/A
2018,1,1,11,30,130,771,621,100,859,647,0,17,50.45,0,0.08,2.3000000000000003,2.8000000000000003,241,67.9,23.3,1018,35.8156,28.0824,N/A
2018,1,1,12,0,104,863,669,104,863,669,0,17,49.06,0,0.08,2.2,2.8000000000000003,247,66.92,23.5,1017,38.7792,30.4180,N/A
2018,1,1,12,30,103,866,674,103,866,674,0,17,48.72,0,0.08,2.2,2.8000000000000003,249,66.12,23.700000000000003,1017,39.1154,30.6845,N/A
2018,1,1,13,0,132,773,635,102,862,662,0,16.900000000000002,49.45,0,0.08,2.2,2.8000000000000003,252,65.45,23.8,1016,36.7574,28.8291,N/A
2018,1,1,13,30,101,850,633,101,850,633,0,16.900000000000002,51.22,0,0.08,2.1,2.9000000000000004,254,65.06,23.900000000000002,1016,36.4005,28.5345,N/A
2018,1,1,14,0,98,832,588,98,832,588,0,16.8,53.910000000000004,0,0.08,2.1,2.9000000000000004,256,64.65,23.900000000000002,1016,33.4388,26.1891,N/A
2018,1,1,14,30,169,538,459,95,804,528,0,16.8,57.39,0,0.08,2,2.9000000000000004,260,64.27,24,1016,25.6722,20.0776,N/A
2018,1,1,15,0,193,301,336,89,766,454,2,16.8,61.54,17,0.08,1.9000000000000001,3,263,63.92,24,1015,18.3513,14.3199,N/A
2018,1,1,15,30,140,361,286,84,710,370,3,16.8,66.22,0,0.08,1.9000000000000001,3.1,271,64.75,23.8,1016,15.1140,11.7518,N/A
2018,1,1,16,0,91,518,257,75,630,277,0,16.900000000000002,71.32000000000001,33,0.08,1.9000000000000001,3.1,280,65.65,23.700000000000003,1016,12.9997,10.0493,N/A
2018,1,1,16,30,84,221,135,64,511,181,7,16.900000000000002,76.76,100,0.08,2,3.2,287,67.24,23.3,1016,6.5090,4.9860,N/A
2018,1,1,17,0,47,120,63,46,326,89,7,17.2,82.45,100,0.08,2.1,3.3000000000000003,295,70.08,22.900000000000002,1016,0.0000,0.0000,N/A
2018,1,1,17,30,16,67,18,18,100,21,8,17.2,88.2,67,0.08,2.4000000000000004,3.4000000000000004,300,71.36,22.6,1016,0.0000,0.0000,N/A
2018,1,1,18,0,0,0,0,0,0,0,4,17.400000000000002,94.63,0,0.08,2.6,3.5,305,73.31,22.400000000000002,1017,0.0000,0.0000,N/A
2018,1,1,18,30,0,0,0,0,0,0,4,17.400000000000002,100.9,0,0.08,2.6,3.5,305,73.31,22.400000000000002,1017,0.0000,0.0000,N/A
2018,1,1,19,0,0,0,0,0,0,0,3,17.8,107.29,0,0.08,3.1,3.6,313,77.03,22,1017,0.0000,0.0000,N/A
2018,1,1,19,30,0,0,0,0,0,0,4,17.8,113.76,0,0.08,3.4000000000000004,3.6,316,78.45,21.700000000000003,1017,0.0000,0.0000,N/A
2018,1,1,20,0,0,0,0,0,0,0,3,18,120.32000000000001,0,0.08,3.7,3.6,319,81.22,21.400000000000002,1017,0.0000,0.0000,N/A
2018,1,1,20,30,0,0,0,0,0,0,7,18,126.94,0,0.08,3.9000000000000004,3.6,322,83.23,21,1017,0.0000,0.0000,N/A
2018,1,1,21,0,0,0,0,0,0,0,7,18.1,133.6,0,0.08,4.2,3.5,325,85.28,20.700000000000003,1017,0.0000,0.0000,N/A
2018,1,1,21,30,0,0,0,0,0,0,7,18.1,140.31,0,0.08,4.4,3.5,326,87.41,20.3,1017,0.0000,0.0000,N/A
2018,1,1,22,0,0,0,0,0,0,0,7,18.1,147.04,0,0.08,4.6000000000000005,3.4000000000000004,328,88.61,20,1017,0.0000,0.0000,N/A
2018,1,1,22,30,0,0,0,0,0,0,7,18.1,153.79,0,0.08,4.800000000000001,3.3000000000000003,329,90.27,19.700000000000003,1017,0.0000,0.0000,N/A
2018,1,1,23,0,0,0,0,0,0,0,7,17.900000000000002,160.54,0,0.08,5,3.3000000000000003,330,90.99,19.400000000000002,1017,0.0000,0.0000,N/A
2018,1,1,23,30,0,0,0,0,0,0,8,17.900000000000002,167.24,0,0.08,5.2,3.2,331,92.12,19.200000000000003,1017,0.0000,0.0000,N/A
2018,1,2,0,0,0,0,0,0,0,0,8,17.7,173.71,0,0.08,5.4,3.2,333,92.36,19,1017,0.0000,0.0000,N/A
2018,1,2,0,30,0,0,0,0,0,0,7,17.7,176.91,0,0.08,5.5,3.1,335,93.42,18.8,1016,0.0000,0.0000,N/A
2018,1,2,1,0,0,0,0,0,0,0,7,17.6,171.47,0,0.08,5.6000000000000005,3.1,337,93.52,18.7,1016,0.0000,0.0000,N/A
2018,1,2,1,30,0,0,0,0,0,0,7,17.6,164.86,0,0.08,5.6000000000000005,3.1,341,93.52,18.7,1016,0.0000,0.0000,N/A
2018,1,2,2,0,0,0,0,0,0,0,7,17.7,158.14000000000001,0,0.08,5.6000000000000005,3.1,345,93.7,18.7,1016,0.0000,0.0000,N/A
2018,1,2,2,30,0,0,0,0,0,0,8,17.7,151.38,0,0.08,5.5,3.1,350,93.7,18.7,1016,0.0000,0.0000,N/A
2018,1,2,3,0,0,0,0,0,0,0,8,17.8,144.64000000000001,0,0.08,5.4,3.2,354,93.72,18.8,1016,0.0000,0.0000,N/A
2018,1,2,3,30,0,0,0,0,0,0,8,17.8,137.91,0,0.08,5.4,3.2,179,93.72,18.8,1016,0.0000,0.0000,N/A
2018,1,2,4,0,0,0,0,0,0,0,8,18,131.22,0,0.08,5.300000000000001,3.3000000000000003,5,94.37,18.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,4,30,0,0,0,0,0,0,8,18,124.57000000000001,0,0.08,5.4,3.3000000000000003,9,93.79,19,1016,0.0000,0.0000,N/A
2018,1,2,5,0,0,0,0,0,0,0,8,18.2,117.97,0,0.08,5.4,3.3000000000000003,14,94.64,19.1,1016,0.0000,0.0000,N/A
2018,1,2,5,30,0,0,0,0,0,0,8,18.2,111.44,0,0.08,5.5,3.4000000000000004,17,94.05,19.200000000000003,1016,0.0000,0.0000,N/A
2018,1,2,6,0,0,0,0,0,0,0,7,18.5,104.99000000000001,0,0.08,5.6000000000000005,3.4000000000000004,20,94.26,19.400000000000002,1017,0.0000,0.0000,N/A
2018,1,2,6,30,0,0,0,0,0,0,7,18.5,98.64,0,0.08,5.800000000000001,3.5,22,93.67,19.5,1017,0.0000,0.0000,N/A
2018,1,2,7,0,1,0,1,1,0,1,7,18.6,92.41,33,0.08,5.9,3.5,23,93.92,19.6,1017,0.0000,0.0000,N/A
2018,1,2,7,30,22,7,22,23,10,24,8,18.6,86.15,100,0.08,6.2,3.5,24,93.34,19.700000000000003,1017,0.0000,0.0000,N/A
2018,1,2,8,0,61,30,66,79,62,89,8,18.7,80.37,100,0.08,6.5,3.5,24,93.29,19.8,1018,0.0000,0.0000,N/A
2018,1,2,8,30,84,37,94,135,150,174,8,18.7,74.75,33,0.08,6.9,3.5,26,92.71000000000001,19.900000000000002,1018,4.6067,3.5419,N/A
2018,1,2,9,0,70,0,70,178,237,261,8,18.7,69.42,0,0.08,7.300000000000001,3.5,28,91.95,20.1,1018,3.6021,2.7914,N/A
2018,1,2,9,30,112,1,112,209,313,344,8,18.8,64.45,0,0.08,7.7,3.5,31,90.82000000000001,20.3,1018,5.9980,4.6707,N/A
2018,1,2,10,0,199,46,222,232,376,420,8,18.7,59.94,0,0.08,8.1,3.5,33,89.56,20.5,1018,12.2434,9.5628,N/A
2018,1,2,10,30,204,32,222,248,423,484,8,18.7,56.01,0,0.08,8.3,3.5,35,88.47,20.700000000000003,1018,12.5029,9.7841,N/A
2018,1,2,11,0,166,5,169,257,461,536,7,18.6,52.78,0,0.08,8.6,3.5,37,86.78,20.900000000000002,1017,9.6575,7.5667,N/A
2018,1,2,11,30,146,2,147,262,489,574,3,18.6,50.4,0,0.08,8.700000000000001,3.5,39,86.25,21,1017,8.4797,6.6489,N/A
2018,1,2,12,0,112,2,113,261,514,598,3,18.5,48.99,0,0.08,8.9,3.5,41,85.08,21.1,1016,6.5518,5.1392,N/A
2018,1,2,12,30,89,0,89,258,523,604,3,18.5,48.63,0,0.08,8.9,3.5,42,84.56,21.200000000000003,1016,5.1667,4.0532,N/A
2018,1,2,13,0,95,0,95,251,530,596,3,18.400000000000002,49.35,0,0.08,9,3.5,43,83.52,21.3,1016,5.5011,4.3147,N/A
2018,1,2,13,30,110,1,111,242,523,570,3,18.400000000000002,51.1,0,0.08,9,3.5,44,83.44,21.3,1015,6.3860,5.0062,N/A
2018,1,2,14,0,194,27,210,226,515,530,3,18.3,53.78,0,0.08,9,3.4000000000000004,45,82.94,21.3,1015,11.9492,9.3590,N/A
2018,1,2,14,30,138,16,147,212,487,475,3,18.3,57.26,0,0.08,9,3.4000000000000004,45,83.44,21.200000000000003,1015,8.2273,6.4348,N/A
2018,1,2,15,0,124,21,134,191,454,408,3,18.2,61.4,0,0.08,9,3.5,46,83.59,21.1,1015,7.3251,5.7164,N/A
2018,1,2,15,30,65,0,65,169,398,330,3,18.2,66.08,0,0.08,9,3.5,46,83.59,21.1,1015,3.4387,2.6741,N/A
2018,1,2,16,0,44,0,44,139,332,246,3,18.1,71.18,33,0.08,9,3.5,47,83.66,21,1016,2.2285,1.7231,N/A
2018,1,2,16,30,36,28,42,105,223,157,3,18.1,76.62,83,0.08,9,3.4000000000000004,48,84.17,20.900000000000002,1016,2.0271,1.5532,N/A
2018,1,2,17,0,42,60,50,62,99,75,0,18,82.31,50,0.08,8.9,3.4000000000000004,49,84.26,20.8,1016,0.0000,0.0000,N/A
2018,1,2,17,30,4,0,4,16,12,16,7,18,88.07000000000001,67,0.08,8.9,3.4000000000000004,50,84.26,20.8,1016,0.0000,0.0000,N/A
2018,1,2,18,0,0,0,0,0,0,0,3,18,94.5,0,0.08,8.9,3.4000000000000004,51,84.09,20.8,1016,0.0000,0.0000,N/A
2018,1,2,18,30,0,0,0,0,0,0,3,18,100.77,0,0.08,8.9,3.4000000000000004,51,84.09,20.8,1016,0.0000,0.0000,N/A
2018,1,2,19,0,0,0,0,0,0,0,3,18.1,107.15,0,0.08,8.700000000000001,3.4000000000000004,54,83.78,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,19,30,0,0,0,0,0,0,3,18.1,113.63,0,0.08,8.700000000000001,3.4000000000000004,55,83.78,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,20,0,0,0,0,0,0,0,3,18.1,120.19,0,0.08,8.6,3.4000000000000004,57,84.16,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,20,30,0,0,0,0,0,0,3,18.1,126.81,0,0.08,8.5,3.4000000000000004,59,84.16,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,21,0,0,0,0,0,0,0,3,18.2,133.48,0,0.08,8.5,3.4000000000000004,61,84.72,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,21,30,0,0,0,0,0,0,3,18.2,140.18,0,0.08,8.4,3.4000000000000004,63,84.72,20.900000000000002,1016,0.0000,0.0000,N/A
2018,1,2,22,0,0,0,0,0,0,0,3,18.3,146.92000000000002,0,0.08,8.3,3.4000000000000004,65,84.79,21,1016,0.0000,0.0000,N/A
2018,1,2,22,30,0,0,0,0,0,0,3,18.3,153.67000000000002,0,0.08,8.200000000000001,3.4000000000000004,66,84.71000000000001,21,1015,0.0000,0.0000,N/A
2018,1,2,23,0,0,0,0,0,0,0,3,18.400000000000002,160.41,0,0.08,8.1,3.3000000000000003,68,85.26,21,1015,0.0000,0.0000,N/A
2018,1,2,23,30,0,0,0,0,0,0,3,18.400000000000002,167.11,0,0.08,8,3.3000000000000003,69,85.26,21,1015,0.0000,0.0000,N/A
2018,1,3,0,0,0,0,0,0,0,0,3,18.5,173.57,0,0.08,7.800000000000001,3.3000000000000003,70,85.8,21,1014,0.0000,0.0000,N/A
2018,1,3,0,30,0,0,0,0,0,0,3,18.5,176.86,0,0.08,7.6000000000000005,3.4000000000000004,71,85.8,21,1014,0.0000,0.0000,N/A
2018,1,3,1,0,0,0,0,0,0,0,3,18.7,171.53,0,0.08,7.4,3.4000000000000004,73,85.98,21.1,1013,0.0000,0.0000,N/A
2018,1,3,1,30,0,0,0,0,0,0,3,18.7,164.94,0,0.08,7.1000000000000005,3.4000000000000004,73,85.98,21.1,1013,0.0000,0.0000,N/A
2018,1,3,2,0,0,0,0,0,0,0,0,18.900000000000002,158.22,0,0.08,6.7,3.5,74,86.48,21.200000000000003,1013,0.0000,0.0000,N/A
2018,1,3,2,30,0,0,0,0,0,0,3,18.900000000000002,151.47,0,0.08,6.4,3.5,74,86.48,21.200000000000003,1013,0.0000,0.0000,N/A
2018,1,3,3,0,0,0,0,0,0,0,3,19,144.72,0,0.08,6,3.6,75,86.93,21.3,1012,0.0000,0.0000,N/A
2018,1,3,3,30,0,0,0,0,0,0,4,19,137.99,0,0.08,5.7,3.6,75,86.93,21.3,1012,0.0000,0.0000,N/A
2018,1,3,4,0,0,0,0,0,0,0,4,19.3,131.3,0,0.08,5.4,3.6,75,88.19,21.3,1012,0.0000,0.0000,N/A
2018,1,3,4,30,0,0,0,0,0,0,3,19.3,124.64,0,0.08,5,3.6,74,88.73,21.200000000000003,1012,0.0000,0.0000,N/A
2018,1,3,5,0,0,0,0,0,0,0,0,19.400000000000002,118.04,0,0.08,4.7,3.7,73,89.31,21.200000000000003,1011,0.0000,0.0000,N/A
2018,1,3,5,30,0,0,0,0,0,0,0,19.400000000000002,111.5,0,0.08,4.3,3.7,72,89.31,21.200000000000003,1011,0.0000,0.0000,N/A
2018,1,3,6,0,0,0,0,0,0,0,0,19.3,105.05,0,0.08,3.9000000000000004,3.7,72,89.71000000000001,21.1,1011,0.0000,0.0000,N/A
2018,1,3,6,30,0,0,0,0,0,0,0,19.3,98.7,0,0.08,3.4000000000000004,3.7,71,89.17,21.200000000000003,1011,0.0000,0.0000,N/A
2018,1,3,7,0,0,0,0,0,0,0,0,19.3,92.47,0,0.08,2.9000000000000004,3.7,70,89.04,21.200000000000003,1011,0.0000,0.0000,N/A
2018,1,3,7,30,26,26,28,26,26,28,0,19.3,86.19,0,0.08,2.5,3.7,66,89.13,21.200000000000003,1012,0.0000,0.0000,N/A
2018,1,3,8,0,65,102,82,77,136,100,0,19.400000000000002,80.4,17,0.08,2.2,3.7,61,89.14,21.3,1012,0.0000,0.0000,N/A
2018,1,3,8,30,58,34,67,115,274,187,3,19.400000000000002,74.78,17,0.08,2.3000000000000003,3.6,42,89.14,21.3,1012,3.2826,2.5237,N/A
2018,1,3,9,0,112,14,117,139,396,278,2,19.5,69.44,0,0.08,2.5,3.6,23,89.31,21.3,1012,6.0195,4.6647,N/A
2018,1,3,9,30,121,2,122,147,514,369,2,19.5,64.45,0,0.08,2.7,3.6,178,89.23,21.3,1011,6.5335,5.0878,N/A
2018,1,3,10,0,141,2,142,133,649,458,2,19.400000000000002,59.93,0,0.08,3,3.5,332,89.31,21.200000000000003,1011,7.8318,6.1172,N/A
2018,1,3,10,30,106,0,106,141,688,526,3,19.400000000000002,55.980000000000004,0,0.08,3.8000000000000003,3.5,316,89.86,21.1,1011,5.9707,4.6724,N/A
2018,1,3,11,0,125,0,125,146,715,579,2,19.3,52.730000000000004,0,0.08,4.6000000000000005,3.5,301,89.75,21,1011,7.1446,5.5979,N/A
2018,1,3,11,30,87,0,87,153,726,616,2,19.3,50.33,0,0.08,6.5,3.5,297,91.41,20.700000000000003,1011,5.0199,3.9362,N/A
2018,1,3,12,0,92,0,92,162,721,636,3,18.6,48.9,8,0.08,8.3,3.5,294,90.21000000000001,20.3,1011,5.3359,4.1856,N/A
2018,1,3,12,30,191,25,208,168,712,640,3,18.6,48.53,8,0.08,9.9,3.5,297,95.96000000000001,19.3,1011,12.0791,9.4761,N/A
2018,1,3,13,0,297,137,386,179,683,625,3,16.7,49.230000000000004,0,0.08,11.5,3.4000000000000004,300,90.45,18.3,1011,22.3614,17.5393,N/A
2018,1,3,13,30,261,302,451,172,680,600,3,16.7,50.97,0,0.08,11.700000000000001,3.3000000000000003,304,96.91,17.2,1011,25.9597,20.3515,N/A
2018,1,3,14,0,210,498,505,160,676,561,0,14.3,53.64,0,0.08,11.9,3.2,308,89.28,16.1,1011,28.7526,22.5211,N/A
2018,1,3,14,30,228,316,400,144,673,509,2,14.3,57.120000000000005,0,0.08,11.200000000000001,3,309,91,15.8,1011,22.4034,17.5233,N/A
2018,1,3,15,0,145,549,409,118,685,447,0,13.3,61.26,0,0.08,10.4,2.9000000000000004,310,86.94,15.5,1011,22.3776,17.4647,N/A
2018,1,3,15,30,102,655,369,102,655,369,0,13.3,65.93,0,0.08,9.9,2.6,309,85.83,15.700000000000001,1011,19.5441,15.2005,N/A
2018,1,3,16,0,113,329,220,81,628,285,2,13.100000000000001,71.04,0,0.08,9.5,2.4000000000000004,308,83.57000000000001,15.9,1011,11.1569,8.6281,N/A
2018,1,3,16,30,71,375,159,65,534,190,0,13.100000000000001,76.48,0,0.08,9.3,2.2,308,83.12,16,1012,7.6818,5.8875,N/A
2018,1,3,17,0,46,392,99,46,392,99,0,12.9,82.17,0,0.08,9.200000000000001,2,308,81.81,16,1012,0.0000,0.0000,N/A
2018,1,3,17,30,20,136,25,20,136,25,0,12.9,87.94,0,0.08,9,1.9000000000000001,308,82.94,15.8,1013,0.0000,0.0000,N/A
2018,1,3,18,0,0,0,0,0,0,0,0,12.8,94.36,0,0.08,8.9,1.8,309,83,15.700000000000001,1013,0.0000,0.0000,N/A
2018,1,3,18,30,0,0,0,0,0,0,0,12.8,100.63,0,0.08,8.9,1.8,309,83,15.700000000000001,1013,0.0000,0.0000,N/A
2018,1,3,19,0,0,0,0,0,0,0,0,12.9,107.02,0,0.08,8.5,1.7000000000000002,308,85.60000000000001,15.3,1014,0.0000,0.0000,N/A
2018,1,3,19,30,0,0,0,0,0,0,0,12.9,113.5,0,0.08,8.4,1.6,308,86.23,15.200000000000001,1015,0.0000,0.0000,N/A
2018,1,3,20,0,0,0,0,0,0,0,0,12.8,120.06,0,0.08,8.4,1.6,308,86.86,15,1015,0.0000,0.0000,N/A
2018,1,3,20,30,0,0,0,0,0,0,0,12.8,126.68,0,0.08,8.5,1.5,308,88.07000000000001,14.8,1016,0.0000,0.0000,N/A
2018,1,3,21,0,0,0,0,0,0,0,0,12.5,133.35,0,0.08,8.700000000000001,1.5,308,87.36,14.600000000000001,1016,0.0000,0.0000,N/A
2018,1,3,21,30,0,0,0,0,0,0,0,12.5,140.06,0,0.08,8.700000000000001,1.4000000000000001,308,88.5,14.4,1016,0.0000,0.0000,N/A
2018,1,3,22,0,0,0,0,0,0,0,0,12,146.79,0,0.08,8.700000000000001,1.3,309,87.09,14.100000000000001,1016,0.0000,0.0000,N/A
2018,1,3,22,30,0,0,0,0,0,0,0,12,153.54,0,0.08,8.700000000000001,1.3,310,88.22,13.9,1016,0.0000,0.0000,N/A
2018,1,3,23,0,0,0,0,0,0,0,0,11.3,160.29,0,0.08,8.700000000000001,1.2000000000000002,311,85.56,13.700000000000001,1016,0.0000,0.0000,N/A
2018,1,3,23,30,0,0,0,0,0,0,0,11.3,166.98,0,0.08,8.5,1.2000000000000002,312,86.68,13.5,1016,0.0000,0.0000,N/A
2018,1,4,0,0,0,0,0,0,0,0,0,10.8,173.43,0,0.08,8.4,1.1,313,84.65,13.3,1016,0.0000,0.0000,N/A
2018,1,4,0,30,0,0,0,0,0,0,0,10.8,176.8,0,0.08,8.3,1.1,314,86.41,13,1017,0.0000,0.0000,N/A
2018,1,4,1,0,0,0,0,0,0,0,0,10.3,171.59,0,0.08,8.3,1.1,315,85.02,12.8,1017,0.0000,0.0000,N/A
2018,1,4,1,30,0,0,0,0,0,0,3,10.3,165.02,0,0.08,8.200000000000001,1.1,316,86.13,12.600000000000001,1017,0.0000,0.0000,N/A
2018,1,4,2,0,0,0,0,0,0,0,3,9.9,158.3,0,0.08,8.200000000000001,1,318,84.61,12.4,1017,0.0000,0.0000,N/A
2018,1,4,2,30,0,0,0,0,0,0,0,9.9,151.55,0,0.08,8.200000000000001,1,319,86.29,12.100000000000001,1017,0.0000,0.0000,N/A
2018,1,4,3,0,0,0,0,0,0,0,0,9.200000000000001,144.8,0,0.08,8.200000000000001,1,320,83.79,11.9,1017,0.0000,0.0000,N/A
2018,1,4,3,30,0,0,0,0,0,0,0,9.200000000000001,138.07,0,0.08,8.200000000000001,1,321,85.46000000000001,11.600000000000001,1017,0.0000,0.0000,N/A
2018,1,4,4,0,0,0,0,0,0,0,0,8.4,131.37,0,0.08,8.200000000000001,1,323,82.83,11.200000000000001,1017,0.0000,0.0000,N/A
2018,1,4,4,30,0,0,0,0,0,0,0,8.4,124.71000000000001,0,0.08,8.3,0.9,323,84.58,10.9,1018,0.0000,0.0000,N/A
2018,1,4,5,0,0,0,0,0,0,0,3,7.4,118.11,0,0.08,8.4,0.9,323,80.68,10.600000000000001,1018,0.0000,0.0000,N/A
2018,1,4,5,30,0,0,0,0,0,0,3,7.4,111.57000000000001,0,0.08,8.4,0.9,324,82.31,10.3,1018,0.0000,0.0000,N/A
2018,1,4,6,0,0,0,0,0,0,0,0,6.5,105.11,0,0.08,8.4,0.9,324,78.8,10,1019,0.0000,0.0000,N/A
2018,1,4,6,30,0,0,0,0,0,0,3,6.5,98.75,0,0.08,8.3,0.8,325,79.32000000000001,9.9,1019,0.0000,0.0000,N/A
2018,1,4,7,0,0,0,0,0,0,0,3,5.800000000000001,92.51,0,0.08,8.200000000000001,0.8,325,76.14,9.8,1020,0.0000,0.0000,N/A
2018,1,4,7,30,20,9,21,27,237,43,3,5.800000000000001,86.22,67,0.08,8.1,0.7000000000000001,326,75.13,10,1020,0.0000,0.0000,N/A
2018,1,4,8,0,63,61,73,48,535,137,2,5.300000000000001,80.43,100,0.08,8,0.7000000000000001,327,72.09,10.100000000000001,1020,0.0000,0.0000,N/A
2018,1,4,8,30,78,511,212,60,688,240,0,5.300000000000001,74.8,33,0.08,7.800000000000001,0.7000000000000001,326,70.66,10.4,1020,10.3850,7.9838,N/A
2018,1,4,9,0,68,791,346,68,791,346,0,5.1000000000000005,69.44,0,0.08,7.5,0.7000000000000001,325,68.42,10.700000000000001,1021,17.8014,13.7947,N/A
2018,1,4,9,30,76,853,444,76,853,444,0,5.1000000000000005,64.45,0,0.08,7.4,0.6000000000000001,323,66.13,11.200000000000001,1020,23.7777,18.5161,N/A
2018,1,4,10,0,82,892,529,82,892,529,0,5.5,59.910000000000004,0,0.08,7.2,0.6000000000000001,321,65.6,11.700000000000001,1020,29.1797,22.7915,N/A
